Make,Model,Fuel,kmpl
Ford,Automatic transmission (2011 Ford Expedition),E85,4.676584
Ford,Automatic transmission (2011 Ford Expedition),Gasoline,7.227448000000001
Dodge,Automatic transmission (2011 Dodge Charger),Gasoline,9.56574
Dodge,Automatic transmission (2011 Dodge Charger),Gasoline,8.715452
Mazda,Manual transmission (2011 Mazda Mazda6),Gasoline,10.841172
Mazda,Automatic transmission (2011 Mazda Mazda6),Gasoline,11.266316
Mazda,Automatic transmission (2011 Mazda Mazda6),Gasoline,9.56574
GMC,Automatic transmission (2011 GMC Acadia),Gasoline,8.715452
GMC,Automatic transmission (2011 GMC Acadia),Gasoline,8.290308
Mazda,Manual transmission (2010 Mazda Mazda6),Gasoline,10.416028
Mazda,Automatic transmission (2010 Mazda Mazda6),Gasoline,10.6286
Mazda,Automatic transmission (2010 Mazda Mazda6),Gasoline,10.841172
Mazda,Automatic transmission (2010 Mazda Mazda6),Gasoline,8.928024
Dodge,Automatic transmission (2010 Dodge Charger),Gasoline,8.928024
Dodge,Automatic transmission (2010 Dodge Charger),Gasoline,8.502880000000001
Dodge,Automatic transmission (2010 Dodge Charger),Gasoline,6.802304
Dodge,Automatic transmission (2010 Dodge Charger),Gasoline,8.290308
Dodge,Automatic transmission (2010 Dodge Charger),Gasoline,8.715452
Dodge,Automatic transmission (2011 Dodge Durango),Gasoline,8.290308
Dodge,Automatic transmission (2011 Dodge Durango),Gasoline,8.077736
Ford,Automatic transmission (2010 Ford Expedition),Gasoline,7.227448000000001
Ford,Automatic transmission (2010 Ford Expedition),E85,4.676584
Ford,Automatic transmission (2010 Ford Expedition),Gasoline,6.164588
Mazda,Manual transmission (2011 Mazda MX-5 Miata),Gasoline,10.6286
Mazda,Automatic transmission (2011 Mazda MX-5 Miata),Gasoline,10.416028
Mazda,Manual transmission (2011 Mazda MX-5 Miata),Gasoline,10.416028
Mazda,Manual transmission (2010 Mazda MX-5 Miata),Gasoline,10.6286
Mazda,Automatic transmission (2010 Mazda MX-5 Miata),Gasoline,10.416028
Mazda,Manual transmission (2010 Mazda MX-5 Miata),Gasoline,10.416028
Mazda,Manual transmission (2011 Mazda RX-8),Gasoline,8.077736
Mazda,Automatic transmission (2011 Mazda RX-8),Gasoline,8.290308
Infiniti,Automatic transmission (2011 Infiniti G25),Gasoline,10.416028
Infiniti,Automatic transmission (2011 Infiniti G25),Gasoline,9.778312
Mazda,Manual transmission (2010 Mazda RX-8),Gasoline,8.077736
Mazda,Automatic transmission (2010 Mazda RX-8),Gasoline,8.290308
Toyota,Automatic transmission (2010 Toyota Venza),Gasoline,10.6286
Toyota,Automatic transmission (2010 Toyota Venza),Gasoline,10.203456000000001
Toyota,Automatic transmission (2010 Toyota Venza),Gasoline,9.56574
Toyota,Automatic transmission (2010 Toyota Venza),Gasoline,9.140596
Toyota,Manual transmission (2011 Toyota Yaris 5-Door Liftback),Gasoline,13.81718
Toyota,Automatic transmission (2011 Toyota Yaris 5-Door Liftback),Gasoline,13.604608
Chevrolet,Automatic transmission (2012 Chevrolet Equinox),E85,7.865164
Chevrolet,Automatic transmission (2012 Chevrolet Equinox),Gasoline,10.416028
Chevrolet,Automatic transmission (2012 Chevrolet Equinox),Gasoline,8.715452
Chevrolet,Automatic transmission (2012 Chevrolet Equinox),Gasoline,11.478888000000001
Chevrolet,Automatic transmission (2012 Chevrolet Equinox),E85,6.37716
Chevrolet,Automatic transmission (2012 Chevrolet Equinox),E85,6.164588
Chevrolet,Automatic transmission (2012 Chevrolet Equinox),Gasoline,8.290308
Toyota,Manual transmission (2010 Toyota Yaris 5-Door Liftback),Gasoline,13.81718
Toyota,Automatic transmission (2010 Toyota Yaris 5-Door Liftback),Gasoline,13.604608
Toyota,Manual transmission (2011 Toyota Yaris 3-Door Liftback),Gasoline,13.81718
Toyota,Automatic transmission (2011 Toyota Yaris 3-Door Liftback),Gasoline,13.604608
Chevrolet,Automatic transmission (2011 Chevrolet Equinox),Gasoline,11.478888000000001
Chevrolet,Automatic transmission (2011 Chevrolet Equinox),Gasoline,10.416028
Chevrolet,Automatic transmission (2011 Chevrolet Equinox),Gasoline,8.715452
Chevrolet,Automatic transmission (2011 Chevrolet Equinox),Gasoline,8.077736
Chevrolet,Automatic transmission (2011 Chevrolet Equinox),E85,6.37716
Chevrolet,Automatic transmission (2011 Chevrolet Equinox),E85,6.164588
Toyota,Manual transmission (2010 Toyota Yaris 3-Door Liftback),Gasoline,13.81718
Toyota,Automatic transmission (2010 Toyota Yaris 3-Door Liftback),Gasoline,13.604608
Toyota,Manual transmission (2011 Toyota Yaris Sedan),Gasoline,13.81718
Toyota,Automatic transmission (2011 Toyota Yaris Sedan),Gasoline,13.604608
Ford,Automatic transmission (2012 Ford Transit Connect Van),Gasoline,10.203456000000001
Ford,Automatic transmission (2012 Ford Transit Connect Wagon),Gasoline,10.416028
Ford,Automatic transmission (2011 Transit Connect Van),Gasoline,9.990884000000001
Ford,Automatic transmission (2011 Transit Connect Wagon),Gasoline,9.990884000000001
Ford,Automatic transmission (2010 Transit Connect Van),Gasoline,9.990884000000001
Ford,Automatic transmission (2010 Transit Connect Wagon),Gasoline,9.990884000000001
Ford,Automatic transmission (2010 Ford Crown Victoria),E85,6.164588
Nissan,Automatic transmission (2011 Nissan Armada),E85,4.676584
Porsche,Manual transmission (2011 Porsche 911 Coupe),Gasoline,9.140596
Porsche,Manual transmission (2011 Porsche 911 Coupe),Gasoline,8.928024
Porsche,Manual transmission (2011 Porsche 911 Coupe),Gasoline,8.502880000000001
Infiniti,Automatic transmission (2009 Infiniti G37 Convertible),Gasoline,8.928024
Infiniti,Manual transmission (2009 Infiniti G37 Convertible),Gasoline,8.502880000000001
Nissan,Automatic transmission (2010 Nissan Armada),E85,4.676584
Mazda,Manual transmission (2011 Mazda Tribute),Gasoline,10.841172
Mazda,Automatic transmission (2011 Mazda Tribute),Gasoline,10.416028
Mazda,Automatic transmission (2011 Mazda Tribute),Gasoline,9.778312
Mazda,Automatic transmission (2011 Mazda Tribute),E85,7.014876
Mazda,Automatic transmission (2011 Mazda Tribute),E85,6.37716
Mazda,Manual transmission (2010 Mazda Tribute),Gasoline,10.6286
Mazda,Automatic transmission (2010 Mazda Tribute),Gasoline,10.416028
Mazda,Automatic transmission (2010 Mazda Tribute),Gasoline,9.778312
Mazda,Automatic transmission (2010 Mazda Tribute),Gasoline,9.353168
Mazda,Automatic transmission (2010 Mazda Tribute),Gasoline,8.715452
Toyota,Manual transmission (2010 Toyota Yaris Sedan),Gasoline,13.81718
Toyota,Automatic transmission (2010 Toyota Yaris Sedan),Gasoline,13.604608
Toyota,Manual transmission (2012 Toyota Yaris 3-Door Liftback),Gasoline,14.454896000000002
Toyota,Automatic transmission (2012 Toyota Yaris 3-Door Liftback),Gasoline,13.81718
Porsche,Manual transmission (2011 Porsche 911 Cabriolet),Gasoline,8.502880000000001
Porsche,Manual transmission (2011 Porsche 911 Cabriolet),Gasoline,9.140596
Porsche,Manual transmission (2011 Porsche 911 Cabriolet),Gasoline,9.353168
Porsche,Manual transmission (2011 Porsche 911 Cabriolet),Gasoline,8.928024
Dodge,Automatic transmission (2011 Dodge Durango),Gasoline,7.227448000000001
Dodge,Automatic transmission (2011 Dodge Durango),Gasoline,7.014876
Dodge,Automatic transmission (2011 Dodge Grand Caravan),Gasoline,8.928024
Jeep,Automatic transmission (2010 Jeep Commander),Gasoline,7.4400200000000005
Jeep,Automatic transmission (2010 Jeep Commander),Gasoline,7.227448000000001
Jeep,Automatic transmission (2010 Jeep Commander),Gasoline,7.014876
Jeep,Automatic transmission (2010 Jeep Commander),Gasoline,6.802304
Jeep,Manual transmission (2011 Jeep Compass),Gasoline,11.053744
Jeep,Manual transmission (2011 Jeep Compass),Gasoline,10.6286
GMC,Automatic transmission (2010 GMC Acadia),Gasoline,8.715452
GMC,Automatic transmission (2010 GMC Acadia),Gasoline,8.290308
GMC,Manual transmission (2011 GMC Canyon),Gasoline,9.140596
GMC,Automatic transmission (2011 GMC Canyon),Gasoline,9.140596
GMC,Manual transmission (2011 GMC Canyon),Gasoline,8.928024
GMC,Automatic transmission (2011 GMC Canyon),Gasoline,8.502880000000001
GMC,Automatic transmission (2010 GMC Terrain),Gasoline,11.478888000000001
GMC,Automatic transmission (2010 GMC Terrain),Gasoline,10.416028
GMC,Automatic transmission (2011 GMC Canyon),Gasoline,7.227448000000001
GMC,Automatic transmission (2011 GMC Canyon),Gasoline,7.865164
GMC,Automatic transmission (2011 GMC Canyon),Gasoline,7.014876
GMC,Manual transmission (2010 GMC Canyon),Gasoline,9.140596
Infiniti,Automatic transmission (2010 Infiniti G37 Convertible),Gasoline,8.928024
Infiniti,Manual transmission (2010 Infiniti G37 Convertible),Gasoline,8.502880000000001
Honda,Automatic transmission (2010 Honda Pilot),Gasoline,8.502880000000001
Honda,Automatic transmission (2010 Honda Pilot),Gasoline,8.077736
Toyota,Automatic transmission (2012 Toyota Yaris 5-Door Liftback),Gasoline,13.81718
Toyota,Manual transmission (2012 Toyota Yaris 5-Door Liftback),Gasoline,14.454896000000002
Toyota,Automatic transmission (2012 Toyota Highlander),Gasoline,9.56574
Toyota,Automatic transmission (2012 Toyota Highlander),Gasoline,8.928024
Toyota,Automatic transmission (2012 Toyota Highlander),Gasoline,8.290308
Dodge,Automatic transmission (2010 Dodge Grand Caravan),Gasoline,8.928024
Dodge,Automatic transmission (2010 Dodge Grand Caravan),Gasoline,8.290308
Dodge,Automatic transmission (2010 Dodge Grand Caravan),Gasoline,8.715452
Jeep,Manual transmission (2010 Jeep Compass),Gasoline,11.053744
Jeep,Manual transmission (2010 Jeep Compass),Gasoline,10.841172
Jeep,Automatic transmission (2011 Chevrolet Equinox),Gasoline,10.416028
Dodge,Automatic transmission (2011 Dodge Journey),Gasoline,9.56574
Dodge,Automatic transmission (2011 Dodge Journey),Gasoline,8.502880000000001
Infiniti,Automatic transmission (2011 Infiniti G37 Convertible),Gasoline,8.928024
Infiniti,Manual transmission (2011 Infiniti G37 Convertible),Gasoline,8.502880000000001
Infiniti,Automatic transmission (2010 Infiniti G37 Sedan),Gasoline,9.778312
Infiniti,Automatic transmission (2010 Infiniti G37 Sedan),Gasoline,9.140596
Infiniti,Manual transmission (2010 Infiniti G37 Sedan),Gasoline,8.928024
BMW,Manual transmission (2010 BMW 6 Series Coup),Gasoline,7.865164
Infiniti,Automatic transmission (2011 Infiniti G37 Sedan),Gasoline,9.778312
Infiniti,Automatic transmission (2011 Infiniti G37 Sedan),Gasoline,9.140596
Infiniti,Manual transmission (2011 Infiniti G37 Sedan),Gasoline,8.928024
BMW,Automatic transmission (2009 BMW 7 Series),Gasoline,7.865164
BMW,Automatic transmission (2009 BMW 7 Series),Gasoline,7.4400200000000005
BMW,Automatic transmission (2010 BMW 7 Series),Gasoline,7.227448000000001
BMW,Automatic transmission (2010 BMW 7 Series),Gasoline,6.802304
BMW,Automatic transmission (2010 BMW 7 Series),Gasoline,7.4400200000000005
BMW,Automatic transmission (2010 BMW 7 Series),Gasoline,7.865164
Chevrolet,Automatic transmission (2010 Chevrolet Equinox),Gasoline,11.478888000000001
Chevrolet,Automatic transmission (2010 Chevrolet Equinox),Gasoline,10.416028
BMW,Automatic transmission (2011 BMW 7 Series),Gasoline,7.227448000000001
BMW,Automatic transmission (2011 BMW 7 Series),Gasoline,6.802304
BMW,Automatic transmission (2011 BMW 7 Series),Gasoline,7.652592
BMW,Automatic transmission (2011 BMW 7 Series),Gasoline,7.865164
BMW,Automatic transmission (2011 BMW 7 Series),Gasoline,8.928024
Mercedes,Automatic transmission (2011 BMW 7 Series),Gasoline,7.227448000000001
Dodge,Automatic transmission (2010 Dodge Journey),Gasoline,9.353168
Dodge,Automatic transmission (2010 Dodge Journey),Gasoline,8.077736
Dodge,Automatic transmission (2010 Dodge Journey),Gasoline,8.502880000000001
BMW,Automatic transmission (2011 BMW ActiveHybrid 7 Sedan),Gasoline,8.715452
Dodge,Automatic transmission (2011 Dodge Nitro),Gasoline,7.865164
Dodge,Automatic transmission (2011 Dodge Nitro),Gasoline,7.652592
Dodge,Automatic transmission (2011 BMW ActiveHybrid 7 Sedan),Gasoline,8.715452
Chevrolet,Automatic transmission (2011 Dodge Nitro),Gasoline,7.652592
BMW,Automatic transmission (2011 BMW ALPINA B7 Sedan),Gasoline,7.227448000000001
BMW,Automatic transmission (2011 BMW ALPINA B7 Sedan),Gasoline,7.652592
Lexus,Automatic transmission (2010 Lexus ES),Gasoline,9.778312
Dodge,Automatic transmission (2010 Dodge Nitro),Gasoline,8.077736
Dodge,Automatic transmission (2010 Dodge Nitro),Gasoline,7.865164
Dodge,Automatic transmission (2010 Dodge Nitro),Gasoline,7.652592
Chevrolet,Automatic transmission (2012 Chevrolet Express),Gasoline,7.4400200000000005
Chevrolet,Automatic transmission (2012 Chevrolet Express),Gasoline,6.37716
Infiniti,Automatic transmission (2011 Infiniti G37 Coupe),Gasoline,9.778312
Infiniti,Automatic transmission (2011 Infiniti G37 Coupe),Gasoline,9.140596
Infiniti,Manual transmission (2011 Infiniti G37 Coupe),Gasoline,8.928024
Infiniti,Manual transmission (2011 Infiniti IPL G Coupe),Gasoline,8.928024
GMC,Automatic transmission (2011 GMC Terrain),Gasoline,11.478888000000001
GMC,Automatic transmission (2011 GMC Terrain),Gasoline,10.416028
GMC,Automatic transmission (2011 GMC Terrain),E85,6.37716
GMC,Automatic transmission (2011 GMC Terrain),Gasoline,8.077736
GMC,Automatic transmission (2011 GMC Terrain),Gasoline,8.715452
GMC,Automatic transmission (2011 GMC Yukon),E85,5.739444000000001
GMC,Automatic transmission (2011 GMC Yukon),Gasoline,7.652592
GMC,Automatic transmission (2011 GMC Yukon),Gasoline,6.802304
GMC,Automatic transmission (2011 GMC Yukon),Gasoline,6.589732000000001
Porsche,Manual transmission (2010 Porsche 911 Coupe),Gasoline,9.140596
Porsche,Manual transmission (2010 Porsche 911 Coupe),Gasoline,8.502880000000001
GMC,Automatic transmission (2010 GMC Yukon),Gasoline,7.652592
GMC,Automatic transmission (2010 GMC Yukon),E85,5.739444000000001
GMC,Automatic transmission (2010 GMC Yukon),Gasoline,6.802304
GMC,Automatic transmission (2010 GMC Yukon),E85,5.3143
Infiniti,Automatic transmission (2010 Infiniti G37 Coupe),Gasoline,9.778312
Infiniti,Automatic transmission (2010 Infiniti G37 Coupe),Gasoline,9.140596
Infiniti,Manual transmission (2010 Infiniti G37 Coupe),Gasoline,8.928024
GMC,Automatic transmission (2011 GMC Yukon XL),Gasoline,7.652592
GMC,Automatic transmission (2011 GMC Yukon XL),Gasoline,5.526872
GMC,Automatic transmission (2011 GMC Yukon XL),Gasoline,5.3143
GMC,Automatic transmission (2011 GMC Yukon XL),Gasoline,6.802304
GMC,Automatic transmission (2011 GMC Yukon XL),Gasoline,6.589732000000001
Infiniti,Automatic transmission (2011 Infiniti IPL G Coupe),Gasoline,9.778312
GMC,Automatic transmission (2010 GMC Yukon XL),E85,5.739444000000001
GMC,Automatic transmission (2010 GMC Yukon XL),Gasoline,5.526872
GMC,Automatic transmission (2010 GMC Yukon XL),Gasoline,5.3143
GMC,Automatic transmission (2010 GMC Yukon XL),Gasoline,7.652592
GMC,Automatic transmission (2010 GMC Yukon XL),Gasoline,7.227448000000001
GMC,Automatic transmission (2010 GMC Yukon XL),E85,5.3143
Infiniti,Automatic transmission (2010 Infiniti QX56),Gasoline,6.37716
Infiniti,Automatic transmission (2010 Infiniti QX56),Gasoline,6.164588
Infiniti,Automatic transmission (2011 Infiniti QX56),Gasoline,7.227448000000001
Acura,Automatic transmission (2010 Acura MDX),Gasoline,7.865164
Acura,Automatic transmission (2011 Acura MDX),Gasoline,7.865164
Acura,Automatic transmission (2010 Acura RDX),Gasoline,9.140596
Acura,Automatic transmission (2010 Acura RDX),Gasoline,8.290308
Acura,Automatic transmission (2011 Acura RDX),Gasoline,9.140596
Acura,Automatic transmission (2011 Acura RDX),Gasoline,8.290308
BMW,Manual transmission (2010 BMW M3 Convertible),Gasoline,7.014876
Acura,Automatic transmission (2010 Acura ZDX),Gasoline,8.290308
Acura,Automatic transmission (2011 Acura ZDX),Gasoline,8.290308
BMW,Manual transmission (2011 BMW M3 Convertible),Gasoline,7.014876
Acura,Automatic transmission (2010 Acura RL),Gasoline,8.077736
Acura,Automatic transmission (2011 Acura RL),Gasoline,8.715452
Acura,Automatic transmission (2010 Acura TL),Gasoline,9.353168
Acura,Automatic transmission (2010 Acura TL),Gasoline,8.928024
Acura,Manual transmission (2010 Acura TL),Gasoline,8.928024
BMW,Manual transmission (2010 BMW M3 Coup),Gasoline,7.227448000000001
BMW,Manual transmission (2011 BMW M3 Coup),Gasoline,7.227448000000001
Acura,Automatic transmission (2011 Acura TL),Gasoline,9.353168
Acura,Automatic transmission (2011 Acura TL),Gasoline,8.928024
Acura,Manual transmission (2011 Acura TL),Gasoline,8.928024
BMW,Manual transmission (2010 BMW M3 Sedan),Gasoline,7.227448000000001
BMW,Manual transmission (2011 BMW M3 Sedan),Gasoline,7.227448000000001
Chevrolet,Automatic transmission (2011 Chevrolet Express),Gasoline,5.739444000000001
Chevrolet,Automatic transmission (2011 Chevrolet Express),Gasoline,7.4400200000000005
Chevrolet,Automatic transmission (2011 Chevrolet Express),Gasoline,6.589732000000001
Chevrolet,Automatic transmission (2011 Chevrolet Express),E85,4.889156
Chevrolet,Automatic transmission (2011 Chevrolet Express),Gasoline,5.952016
Acura,Automatic transmission (2010 Acura TSX),Gasoline,10.841172
Acura,Manual transmission (2010 Acura TSX),Gasoline,10.203456000000001
Acura,Automatic transmission (2010 Acura TSX),Gasoline,9.56574
Acura,Automatic transmission (2011 Acura TSX),Gasoline,11.266316
Acura,Manual transmission (2011 Acura TSX),Gasoline,10.6286
Acura,Automatic transmission (2011 Acura TSX),Gasoline,9.990884000000001
Acura,Automatic transmission (2011 Acura TSX Sport Wagon),Gasoline,11.053744
Chevrolet,Automatic transmission (2010 Chevrolet Express),Gasoline,7.4400200000000005
GMC,Automatic transmission (2011 GMC Yukon Hybrid),Gasoline,9.140596
GMC,Automatic transmission (2010 GMC Yukon Hybrid),Gasoline,9.140596
Porsche,Manual transmission (2010 Porsche 911 Cabriolet),Gasoline,9.140596
Porsche,Manual transmission (2010 Porsche 911 Cabriolet),Gasoline,8.502880000000001
GMC,Automatic transmission (2011 GMC Savana),E85,4.889156
GMC,Automatic transmission (2011 GMC Savana),Gasoline,6.37716
GMC,Automatic transmission (2011 GMC Savana),E85,4.464012
Porsche,Manual transmission (2011 Porsche Boxster),Gasoline,9.56574
Porsche,Manual transmission (2011 Porsche Boxster),Gasoline,9.778312
Dodge,Manual transmission (2010 Dodge Viper Coup),Gasoline,7.4400200000000005
Dodge,Manual transmission (2010 Dodge Viper Convertible),Gasoline,7.4400200000000005
Porsche,Manual transmission (2010 Porsche Boxster),Gasoline,9.56574
Porsche,Manual transmission (2010 Porsche Boxster),Gasoline,9.778312
Porsche,Automatic transmission (2011 Porsche Cayenne S Hybrid),Gasoline,9.353168
Porsche,Manual transmission (2011 Porsche Cayenne),Gasoline,7.865164
Porsche,Automatic transmission (2011 Porsche Cayenne),Gasoline,7.865164
Porsche,Automatic transmission (2011 Porsche Cayenne),Gasoline,8.290308
Porsche,Automatic transmission (2011 Porsche Cayenne),Gasoline,8.077736
Porsche,Automatic transmission (2010 Porsche Cayenne),Gasoline,6.589732000000001
Porsche,Automatic transmission (2010 Porsche Cayenne),Gasoline,5.952016
Porsche,Manual transmission (2010 Porsche Cayenne),Gasoline,5.952016
Porsche,Manual transmission (2010 Porsche Cayenne),Gasoline,7.227448000000001
Porsche,Automatic transmission (2010 Porsche Cayenne),Gasoline,6.802304
Porsche,Automatic transmission (2010 Porsche Cayenne),Gasoline,7.227448000000001
GMC,Automatic transmission (2011 GMC Savana),E85,4.2514400000000006
GMC,Automatic transmission (2011 GMC Savana),Gasoline,5.739444000000001
Chevrolet,Manual transmission (2011 Chevrolet HHR Wagon),Gasoline,11.478888000000001
Chevrolet,Automatic transmission (2011 Chevrolet HHR Wagon),Gasoline,11.053744
Chevrolet,Manual transmission (2011 Chevrolet HHR Wagon),E85,8.290308
Chevrolet,Manual transmission (2010 Chevrolet HHR Wagon),Gasoline,11.478888000000001
Chevrolet,Automatic transmission (2010 Chevrolet HHR Wagon),Gasoline,11.053744
Chevrolet,Manual transmission (2010 Chevrolet HHR Wagon),E85,8.290308
Chevrolet,Manual transmission (2010 Chevrolet HHR Wagon),E85,8.077736
Chevrolet,Automatic transmission (2010 Chevrolet HHR Wagon),E85,7.652592
Chevrolet,Manual transmission (2010 Chevrolet HHR Wagon),Gasoline,10.6286
Chevrolet,Automatic transmission (2010 Chevrolet HHR Wagon),Gasoline,10.203456000000001
Chevrolet,Manual transmission (2011 Chevrolet HHR Panel),E85,8.290308
Chevrolet,Automatic transmission (2011 Chevrolet HHR Panel),Gasoline,11.053744
Chevrolet,Manual transmission (2010 Chevrolet HHR Panel),E85,8.290308
Chevrolet,Automatic transmission (2010 Chevrolet HHR Panel),Gasoline,11.053744
Chevrolet,Manual transmission (2010 Chevrolet HHR Panel),Gasoline,11.478888000000001
Chevrolet,Automatic transmission (2010 Chevrolet HHR Panel),E85,8.077736
Chevrolet,Manual transmission (2010 Chevrolet HHR Panel),Gasoline,11.053744
Chevrolet,Automatic transmission (2010 Chevrolet HHR Panel),E85,7.652592
Porsche,Manual transmission (2011 Porsche Cayman),Gasoline,9.778312
Porsche,Manual transmission (2011 Porsche Cayman),Gasoline,9.56574
Porsche,Manual transmission (2010 Porsche Cayman),Gasoline,9.778312
Porsche,Manual transmission (2010 Porsche Cayman),Gasoline,9.56574
Chevrolet,Automatic transmission (2012 Chevrolet Impala),E85,7.4400200000000005
Chevrolet,Automatic transmission (2012 Chevrolet Impala),Gasoline,10.203456000000001
Chevrolet,Automatic transmission (2011 Chevrolet Impala),E85,7.652592
Chevrolet,Automatic transmission (2011 Chevrolet Impala),Gasoline,9.353168
Subaru,Automatic transmission (2011 Subaru Forester),Gasoline,9.140596
Subaru,Automatic transmission (2011 Subaru Forester),Gasoline,10.203456000000001
Subaru,Manual transmission (2011 Subaru Forester),Gasoline,10.203456000000001
Chevrolet,Automatic transmission (2010 Chevrolet Impala),E85,7.652592
Chevrolet,Automatic transmission (2010 Chevrolet Impala),Gasoline,9.990884000000001
Chevrolet,Automatic transmission (2010 Chevrolet Impala),E85,7.014876
Buick,Automatic transmission (2011 Buick Enclave),Gasoline,8.077736
Buick,Automatic transmission (2011 Buick Enclave),Gasoline,8.715452
Buick,Automatic transmission (2010 Buick Enclave),Gasoline,8.715452
Buick,Automatic transmission (2010 Buick Enclave),Gasoline,8.077736
Suzuki,Manual transmission (2011 Suzuki Grand Vitara),Gasoline,9.56574
Suzuki,Automatic transmission (2011 Suzuki Grand Vitara),Gasoline,9.353168
Suzuki,Automatic transmission (2011 Suzuki Grand Vitara),Gasoline,8.928024
Buick,Automatic transmission (2011 Buick Lacrosse),Gasoline,10.416028
Buick,Automatic transmission (2011 Buick Lacrosse),Gasoline,9.353168
Buick,Automatic transmission (2011 Buick Lacrosse),Gasoline,8.928024
Buick,Automatic transmission (2010 Buick Lacrosse),Gasoline,10.416028
Buick,Automatic transmission (2010 Buick Lacrosse),Gasoline,8.715452
Buick,Automatic transmission (2010 Buick Lacrosse),Gasoline,9.353168
Buick,Automatic transmission (2010 Buick Lacrosse),Gasoline,9.140596
Suzuki,Manual transmission (2010 Suzuki Grand Vitara),Gasoline,9.56574
Suzuki,Automatic transmission (2010 Suzuki Grand Vitara),Gasoline,9.353168
Suzuki,Automatic transmission (2010 Suzuki Grand Vitara),Gasoline,8.928024
Suzuki,Automatic transmission (2010 Suzuki Grand Vitara),Gasoline,8.502880000000001
Honda,Automatic transmission (2011 Honda Odyssey),Gasoline,9.56574
Honda,Automatic transmission (2011 Honda Odyssey),Gasoline,9.990884000000001
GMC,Automatic transmission (2011 GMC Savana),Gasoline,7.4400200000000005
GMC,Automatic transmission (2010 GMC Sierra 1500),E85,5.1017280000000005
GMC,Automatic transmission (2011 GMC Savana),Gasoline,5.526872
GMC,Automatic transmission (2010 GMC Sierra 1500),Gasoline,7.4400200000000005
Honda,Automatic transmission (2010 Honda Odyssey),Gasoline,8.290308
Honda,Automatic transmission (2010 Honda Odyssey),Gasoline,8.928024
GMC,Automatic transmission (2010 GMC Savana),E85,4.889156
GMC,Automatic transmission (2010 GMC Savana),Gasoline,6.37716
GMC,Automatic transmission (2010 GMC Savana),E85,4.464012
Suzuki,Manual transmission (2011 Suzuki Kizashi),Gasoline,11.053744
Suzuki,Manual transmission (2011 Suzuki Kizashi),Gasoline,10.416028
GMC,Automatic transmission (2010 GMC Savana),Gasoline,7.4400200000000005
GMC,Automatic transmission (2010 GMC Savana),Gasoline,6.589732000000001
Suzuki,Manual transmission (2010 Suzuki Kizashi),Gasoline,11.053744
Suzuki,Manual transmission (2010 Suzuki Kizashi),Gasoline,10.416028
Saab,Manual transmission (2011 Saab 9-3 Convertible),Gasoline,10.416028
Saab,Automatic transmission (2011 Saab 9-3 Convertible),Gasoline,9.778312
Saab,Automatic transmission (2010 Saab 9-3 Convertible),Gasoline,9.778312
Saab,Manual transmission (2010 Saab 9-3 Convertible),Gasoline,10.416028
Suzuki,Manual transmission (2011 Suzuki SX4 Sedan),Gasoline,11.904032
Suzuki,Manual transmission (2011 Suzuki SX4 Sedan),Gasoline,11.691460000000001
Suzuki,Manual transmission (2010 Suzuki SX4 Sportback),Gasoline,11.053744
Suzuki,Manual transmission (2011 Suzuki SX4 Sportback),Gasoline,11.053744
Suzuki,Manual transmission (2010 Suzuki SX4 Sedan),Gasoline,11.904032
Suzuki,Manual transmission (2010 Suzuki SX4 Sedan),Gasoline,11.691460000000001
Saab,Automatic transmission (2011 Saab 9-3 Sport Sedan),Gasoline,9.990884000000001
Saab,Manual transmission (2011 Saab 9-3 Sport Sedan),Gasoline,11.053744
Saab,Automatic transmission (2011 Saab 9-3 Sport Sedan),Gasoline,9.353168
Saab,Manual transmission (2011 Saab 9-3 Sport Sedan),Gasoline,10.416028
Subaru,Automatic transmission (2010 Subaru Forester),Gasoline,9.140596
Subaru,Manual transmission (2010 Subaru Forester),Gasoline,9.990884000000001
Subaru,Automatic transmission (2010 Subaru Forester),Gasoline,9.778312
Lexus,Automatic transmission (2011 Lexus ES),Gasoline,9.778312
Lexus,Automatic transmission (2010 Lexus GS),Gasoline,9.140596
Lexus,Automatic transmission (2010 Lexus GS),Gasoline,9.56574
Lexus,Automatic transmission (2010 Lexus GS),Gasoline,8.715452
Subaru,Manual transmission (2012 Subaru Impreza Sedan),Gasoline,12.541748
Buick,Automatic transmission (2011 Buick Lucerne),E85,7.014876
Buick,Automatic transmission (2011 Buick Lucerne),Gasoline,8.077736
Buick,Automatic transmission (2010 Buick Lucerne),Gasoline,9.140596
Buick,Automatic transmission (2010 Buick Lucerne),E85,7.014876
Buick,Automatic transmission (2010 Buick Lucerne),Gasoline,7.865164
Buick,Automatic transmission (2011 Buick Regal),E85,7.227448000000001
Buick,Automatic transmission (2011 Buick Regal),Gasoline,10.416028
Aston Martin,Manual transmission (2011 Aston Martin DB9 Volante),Gasoline,5.952016
Aston Martin,Automatic transmission (2011 Aston Martin DB9 Volante),Gasoline,7.014876
Saab,Automatic transmission (2010 Saab 9-3 Sport Sedan),Gasoline,9.990884000000001
Saab,Automatic transmission (2010 Saab 9-3 Sport Sedan),Gasoline,9.353168
Saab,Manual transmission (2010 Saab 9-3 Sport Sedan),Gasoline,10.416028
Saab,Manual transmission (2010 Saab 9-3 Sport Sedan),Gasoline,11.053744
Grand Cherokee,Automatic transmission (2011 Jeep Grand Cherokee),Gasoline,8.290308
